Address
Bk0	Bk1	Bk2	Bk3	Bank	Data	Description	Value
1021	1159			GroupSensorCal	EEP_FrontOpenGradePercent[3]	开门行程各个阶段占比	0x0A
1022	1160			GroupSensorCal	EEP_FrontOpenGradePercent[4]	开门行程各个阶段占比	0x0A
1023	1161			GroupSensorCal	EEP_FrontOpenGradePercent[5]	开门行程各个阶段占比	0x0A
1024	1162			GroupSensorCal	EEP_FrontOpenGradePercent[6]	开门行程各个阶段占比	0x0A
1025	1163			GroupSensorCal	EEP_FrontOpenGradePercent[7]	开门行程各个阶段占比	0x0A
1026	1164			GroupSensorCal	EEP_FrontOpenGradePercent[8]	开门行程各个阶段占比	0x0A
1027	1165			GroupSensorCal	EEP_FrontOpenGradePercent[9]	开门行程各个阶段占比	0x0A
1028	1166			GroupSensorCal	EEP_BackOpenGradePercent[0]	开门行程各个阶段占比	0x0A
1029	1167			GroupSensorCal	EEP_BackOpenGradePercent[1]	开门行程各个阶段占比	0x0A
1030	1168			GroupSensorCal	EEP_BackOpenGradePercent[2]	开门行程各个阶段占比	0x0A
1031	1169			GroupSensorCal	EEP_BackOpenGradePercent[3]	开门行程各个阶段占比	0x0A
1032	1170			GroupSensorCal	EEP_BackOpenGradePercent[4]	开门行程各个阶段占比	0x0A
1033	1171			GroupSensorCal	EEP_BackOpenGradePercent[5]	开门行程各个阶段占比	0x0A
1034	1172			GroupSensorCal	EEP_BackOpenGradePercent[6]	开门行程各个阶段占比	0x0A
1035	1173			GroupSensorCal	EEP_BackOpenGradePercent[7]	开门行程各个阶段占比	0x0A
1036	1174			GroupSensorCal	EEP_BackOpenGradePercent[8]	开门行程各个阶段占比	0x0A
1037	1175			GroupSensorCal	EEP_BackOpenGradePercent[9]	开门行程各个阶段占比	0x0A
1038	1176			GroupSensorCal	EEP_FrontOpenGradeLimitTime[0]_L	开门行程各个阶段限值延时阈值	0x50
1039	1177			GroupSensorCal	EEP_FrontOpenGradeLimitTime[0]_H	开门行程各个阶段限值延时阈值	0x00
1040	1178			GroupSensorCal	EEP_FrontOpenGradeLimitTime[1]_L	开门行程各个阶段限值延时阈值	0x50
1041	1179			GroupSensorCal	EEP_FrontOpenGradeLimitTime[1]_H	开门行程各个阶段限值延时阈值	0x00
1042	1180			GroupSensorCal	EEP_FrontOpenGradeLimitTime[2]_L	开门行程各个阶段限值延时阈值	0x50
1043	1181			GroupSensorCal	EEP_FrontOpenGradeLimitTime[2]_H	开门行程各个阶段限值延时阈值	0x00
1044	1182			GroupSensorCal	EEP_FrontOpenGradeLimitTime[3]_L	开门行程各个阶段限值延时阈值	0x50
1045	1183			GroupSensorCal	EEP_FrontOpenGradeLimitTime[3]_H	开门行程各个阶段限值延时阈值	0x00
1046	1184			GroupSensorCal	EEP_FrontOpenGradeLimitTime[4]_L	开门行程各个阶段限值延时阈值	0x50
1047	1185			GroupSensorCal	EEP_FrontOpenGradeLimitTime[4]_H	开门行程各个阶段限值延时阈值	0x00
1048	1186			GroupSensorCal	EEP_FrontOpenGradeLimitTime[5]_L	开门行程各个阶段限值延时阈值	0x50
1049	1187			GroupSensorCal	EEP_FrontOpenGradeLimitTime[5]_H	开门行程各个阶段限值延时阈值	0x00
1050	1188			GroupSensorCal	EEP_FrontOpenGradeLimitTime[6]_L	开门行程各个阶段限值延时阈值	0x50
1051	1189			GroupSensorCal	EEP_FrontOpenGradeLimitTime[6]_H	开门行程各个阶段限值延时阈值	0x00
1052	1190			GroupSensorCal	EEP_FrontOpenGradeLimitTime[7]_L	开门行程各个阶段限值延时阈值	0x50
1053	1191			GroupSensorCal	EEP_FrontOpenGradeLimitTime[7]_H	开门行程各个阶段限值延时阈值	0x00
1054	1192			GroupSensorCal	EEP_FrontOpenGradeLimitTime[8]_L	开门行程各个阶段限值延时阈值	0x50
1055	1193			GroupSensorCal	EEP_FrontOpenGradeLimitTime[8]_H	开门行程各个阶段限值延时阈值	0x00
1056	1194			GroupSensorCal	EEP_FrontOpenGradeLimitTime[9]_L	开门行程各个阶段限值延时阈值	0x50
1057	1195			GroupSensorCal	EEP_FrontOpenGradeLimitTime[9]_H	开门行程各个阶段限值延时阈值	0x00
1058	1196			GroupSensorCal	EEP_BackOpenGradeLimitTime[0]_L	开门行程各个阶段限值延时阈值	0x50
1059	1197			GroupSensorCal	EEP_BackOpenGradeLimitTime[0]_H	开门行程各个阶段限值延时阈值	0x00
1060	1198			GroupSensorCal	EEP_BackOpenGradeLimitTime[1]_L	开门行程各个阶段限值延时阈值	0x50
1061	1199			GroupSensorCal	EEP_BackOpenGradeLimitTime[1]_H	开门行程各个阶段限值延时阈值	0x00
1062	1200			GroupSensorCal	EEP_BackOpenGradeLimitTime[2]_L	开门行程各个阶段限值延时阈值	0x50
1063	1201			GroupSensorCal	EEP_BackOpenGradeLimitTime[2]_H	开门行程各个阶段限值延时阈值	0x00
1064	1202			GroupSensorCal	EEP_BackOpenGradeLimitTime[3]_L	开门行程各个阶段限值延时阈值	0x50
1065	1203			GroupSensorCal	EEP_BackOpenGradeLimitTime[3]_H	开门行程各个阶段限值延时阈值	0x00
1066	1204			GroupSensorCal	EEP_BackOpenGradeLimitTime[4]_L	开门行程各个阶段限值延时阈值	0x50
1067	1205			GroupSensorCal	EEP_BackOpenGradeLimitTime[4]_H	开门行程各个阶段限值延时阈值	0x00
1068	1206			GroupSensorCal	EEP_BackOpenGradeLimitTime[5]_L	开门行程各个阶段限值延时阈值	0x50
1069	1207			GroupSensorCal	EEP_BackOpenGradeLimitTime[5]_H	开门行程各个阶段限值延时阈值	0x00
1070	1208			GroupSensorCal	EEP_BackOpenGradeLimitTime[6]_L	开门行程各个阶段限值延时阈值	0x50
1071	1209			GroupSensorCal	EEP_BackOpenGradeLimitTime[6]_H	开门行程各个阶段限值延时阈值	0x00
1072	1210			GroupSensorCal	EEP_BackOpenGradeLimitTime[7]_L	开门行程各个阶段限值延时阈值	0x50
1073	1211			GroupSensorCal	EEP_BackOpenGradeLimitTime[7]_H	开门行程各个阶段限值延时阈值	0x00
1074	1212			GroupSensorCal	EEP_BackOpenGradeLimitTime[8]_L	开门行程各个阶段限值延时阈值	0x50
1075	1213			GroupSensorCal	EEP_BackOpenGradeLimitTime[8]_H	开门行程各个阶段限值延时阈值	0x00
1076	1214			GroupSensorCal	EEP_BackOpenGradeLimitTime[9]_L	开门行程各个阶段限值延时阈值	0x50
1077	1215			GroupSensorCal	EEP_BackOpenGradeLimitTime[9]_H	开门行程各个阶段限值延时阈值	0x00
1078	1216			GroupSensorCal	EEP_FrontCloseGradePercent[0]	关门行程各个阶段占比	0x0A
1079	1217			GroupSensorCal	EEP_FrontCloseGradePercent[1]	关门行程各个阶段占比	0x0A
1080	1218			GroupSensorCal	EEP_FrontCloseGradePercent[2]	关门行程各个阶段占比	0x0A
1081	1219			GroupSensorCal	EEP_FrontCloseGradePercent[3]	关门行程各个阶段占比	0x0A
1082	1220			GroupSensorCal	EEP_FrontCloseGradePercent[4]	关门行程各个阶段占比	0x0A
1083	1221			GroupSensorCal	EEP_FrontCloseGradePercent[5]	关门行程各个阶段占比	0x0A
1084	1222			GroupSensorCal	EEP_FrontCloseGradePercent[6]	关门行程各个阶段占比	0x0A
1085	1223			GroupSensorCal	EEP_FrontCloseGradePercent[7]	关门行程各个阶段占比	0x0A
1086	1224			GroupSensorCal	EEP_FrontCloseGradePercent[8]	关门行程各个阶段占比	0x0A
1087	1225			GroupSensorCal	EEP_FrontCloseGradePercent[9]	关门行程各个阶段占比	0x0A
1088	1226			GroupSensorCal	EEP_BackCloseGradePercent[0]	关门行程各个阶段占比	0x0A
1089	1227			GroupSensorCal	EEP_BackCloseGradePercent[1]	关门行程各个阶段占比	0x0A
1090	1228			GroupSensorCal	EEP_BackCloseGradePercent[2]	关门行程各个阶段占比	0x0A
1091	1229			GroupSensorCal	EEP_BackCloseGradePercent[3]	关门行程各个阶段占比	0x0A
1092	1230			GroupSensorCal	EEP_BackCloseGradePercent[4]	关门行程各个阶段占比	0x0A
1093	1231			GroupSensorCal	EEP_BackCloseGradePercent[5]	关门行程各个阶段占比	0x0A
1094	1232			GroupSensorCal	EEP_BackCloseGradePercent[6]	关门行程各个阶段占比	0x0A
1095	1233			GroupSensorCal	EEP_BackCloseGradePercent[7]	关门行程各个阶段占比	0x0A
1096	1234			GroupSensorCal	EEP_BackCloseGradePercent[8]	关门行程各个阶段占比	0x0A
1097	1235			GroupSensorCal	EEP_BackCloseGradePercent[9]	关门行程各个阶段占比	0x0A
1098	1236			GroupSensorCal	EEP_FrontCloseGradeLimitTime[0]_L	关门行程各个阶段限值延时阈值	0x50
1099	1237			GroupSensorCal	EEP_FrontCloseGradeLimitTime[0]_H	关门行程各个阶段限值延时阈值	0x00
1100	1238			GroupSensorCal	EEP_FrontCloseGradeLimitTime[1]_L	关门行程各个阶段限值延时阈值	0x50
1101	1239			GroupSensorCal	EEP_FrontCloseGradeLimitTime[1]_H	关门行程各个阶段限值延时阈值	0x00
1102	1240			GroupSensorCal	EEP_FrontCloseGradeLimitTime[2]_L	关门行程各个阶段限值延时阈值	0x50
1103	1241			GroupSensorCal	EEP_FrontCloseGradeLimitTime[2]_H	关门行程各个阶段限值延时阈值	0x00
1104	1242			GroupSensorCal	EEP_FrontCloseGradeLimitTime[3]_L	关门行程各个阶段限值延时阈值	0x50
1105	1243			GroupSensorCal	EEP_FrontCloseGradeLimitTime[3]_H	关门行程各个阶段限值延时阈值	0x00
1106	1244			GroupSensorCal	EEP_FrontCloseGradeLimitTime[4]_L	关门行程各个阶段限值延时阈值	0x50
1107	1245			GroupSensorCal	EEP_FrontCloseGradeLimitTime[4]_H	关门行程各个阶段限值延时阈值	0x00
1108	1246			GroupSensorCal	EEP_FrontCloseGradeLimitTime[5]_L	关门行程各个阶段限值延时阈值	0x50
1109	1247			GroupSensorCal	EEP_FrontCloseGradeLimitTime[5]_H	关门行程各个阶段限值延时阈值	0x00
1110	1248			GroupSensorCal	EEP_FrontCloseGradeLimitTime[6]_L	关门行程各个阶段限值延时阈值	0x50
1111	1249			GroupSensorCal	EEP_FrontCloseGradeLimitTime[6]_H	关门行程各个阶段限值延时阈值	0x00
1112	1250			GroupSensorCal	EEP_FrontCloseGradeLimitTime[7]_L	关门行程各个阶段限值延时阈值	0x50
1113	1251			GroupSensorCal	EEP_FrontCloseGradeLimitTime[7]_H	关门行程各个阶段限值延时阈值	0x00
1114	1252			GroupSensorCal	EEP_FrontCloseGradeLimitTime[8]_L	关门行程各个阶段限值延时阈值	0x50
1115	1253			GroupSensorCal	EEP_FrontCloseGradeLimitTime[8]_H	关门行程各个阶段限值延时阈值	0x00
1116	1254			GroupSensorCal	EEP_FrontCloseGradeLimitTime[9]_L	关门行程各个阶段限值延时阈值	0x50
1117	1255			GroupSensorCal	EEP_FrontCloseGradeLimitTime[9]_H	关门行程各个阶段限值延时阈值	0x00
1118	1256			GroupSensorCal	EEP_BackCloseGradeLimitTime[0]_L	关门行程各个阶段限值延时阈值	0x50
1119	1257			GroupSensorCal	EEP_BackCloseGradeLimitTime[0]_H	关门行程各个阶段限值延时阈值	0x00
1120	1258			GroupSensorCal	EEP_BackCloseGradeLimitTime[1]_L	关门行程各个阶段限值延时阈值	0x50
1121	1259			GroupSensorCal	EEP_BackCloseGradeLimitTime[1]_H	关门行程各个阶段限值延时阈值	0x00
1122	1260			GroupSensorCal	EEP_BackCloseGradeLimitTime[2]_L	关门行程各个阶段限值延时阈值	0x50
1123	1261			GroupSensorCal	EEP_BackCloseGradeLimitTime[2]_H	关门行程各个阶段限值延时阈值	0x00
1124	1262			GroupSensorCal	EEP_BackCloseGradeLimitTime[3]_L	关门行程各个阶段限值延时阈值	0x50
1125	1263			GroupSensorCal	EEP_BackCloseGradeLimitTime[3]_H	关门行程各个阶段限值延时阈值	0x00
1126	1264			GroupSensorCal	EEP_BackCloseGradeLimitTime[4]_L	关门行程各个阶段限值延时阈值	0x50
1127	1265			GroupSensorCal	EEP_BackCloseGradeLimitTime[4]_H	关门行程各个阶段限值延时阈值	0x00
1128	1266			GroupSensorCal	EEP_BackCloseGradeLimitTime[5]_L	关门行程各个阶段限值延时阈值	0x50
1129	1267			GroupSensorCal	EEP_BackCloseGradeLimitTime[5]_H	关门行程各个阶段限值延时阈值	0x00
1130	1268			GroupSensorCal	EEP_BackCloseGradeLimitTime[6]_L	关门行程各个阶段限值延时阈值	0x50
1131	1269			GroupSensorCal	EEP_BackCloseGradeLimitTime[6]_H	关门行程各个阶段限值延时阈值	0x00
1132	1270			GroupSensorCal	EEP_BackCloseGradeLimitTime[7]_L	关门行程各个阶段限值延时阈值	0x50
1133	1271			GroupSensorCal	EEP_BackCloseGradeLimitTime[7]_H	关门行程各个阶段限值延时阈值	0x00
1134	1272			GroupSensorCal	EEP_BackCloseGradeLimitTime[8]_L	关门行程各个阶段限值延时阈值	0x50
1135	1273			GroupSensorCal	EEP_BackCloseGradeLimitTime[8]_H	关门行程各个阶段限值延时阈值	0x00
1136	1274			GroupSensorCal	EEP_BackCloseGradeLimitTime[9]_L	关门行程各个阶段限值延时阈值	0x50
1137	1275			GroupSensorCal	EEP_BackCloseGradeLimitTime[9]_H	关门行程各个阶段限值延时阈值	0x00
1276	1398			GroupSensorCal1	Cks_GroupSensorCal1_L	Checksum for bank "GroupSensorCal1"	0xCB
1277	1399			GroupSensorCal1	Cks_GroupSensorCal1_H	Checksum for bank "GroupSensorCal1"	0x35
1278	1400			GroupSensorCal1	EEP_StartTime_L	启动时间	0x2C
1279	1401			GroupSensorCal1	EEP_StartTime_H	启动时间	0x01
1280	1402			GroupSensorCal1	EEP_FrontPinchDistance_L	取消前扇气囊防夹行程	0x64
1281	1403			GroupSensorCal1	EEP_FrontPinchDistance_H	取消前扇气囊防夹行程	0x00
1282	1404			GroupSensorCal1	EEP_BackPinchDistance_L	取消后扇气囊防夹行程	0x64
1283	1405			GroupSensorCal1	EEP_BackPinchDistance_H	取消后扇气囊防夹行程	0x00
1284	1406			GroupSensorCal1	EEP_AirBagMaxValidDistance_L	气囊信号有效最大区域	0xF4
1285	1407			GroupSensorCal1	EEP_AirBagMaxValidDistance_H	气囊信号有效最大区域	0x01
1286	1408			GroupSensorCal1	EEP_OpenValueShortPowDelayTime_L	开门电磁阀对电源短路诊断延时时间	0x2C
1287	1409			GroupSensorCal1	EEP_OpenValueShortPowDelayTime_H	开门电磁阀对电源短路诊断延时时间	0x01
1288	1410			GroupSensorCal1	EEP_OpenValueShortPowKeepTime_L	开门电磁阀对电源短路诊断持续时间	0xC8
1289	1411			GroupSensorCal1	EEP_OpenValueShortPowKeepTime_H	开门电磁阀对电源短路诊断持续时间	0x00
1290	1412			GroupSensorCal1	EEP_OpenValueShortPowVol_L	开门电磁阀对电源短路电压阀值	0x74
1291	1413			GroupSensorCal1	EEP_OpenValueShortPowVol_H	开门电磁阀对电源短路电压阀值	0x40
1292	1414			GroupSensorCal1	EEP_OpenValueShortGndDelayTime_L	开门电磁阀对地短路诊断延时时间	0x2C
1293	1415			GroupSensorCal1	EEP_OpenValueShortGndDelayTime_H	开门电磁阀对地短路诊断延时时间	0x01
1294	1416			GroupSensorCal1	EEP_OpenValueShortGndKeepTime_L	开门电磁阀对地短路诊断持续时间	0xC8
1295	1417			GroupSensorCal1	EEP_OpenValueShortGndKeepTime_H	开门电磁阀对地短路诊断持续时间	0x00
1296	1418			GroupSensorCal1	EEP_OpenValueShortGndCur_L	开门电磁阀过载电流阀值	0xB0
1297	1419			GroupSensorCal1	EEP_OpenValueShortGndCur_H	开门电磁阀过载电流阀值	0x04
1298	1420			GroupSensorCal1	EEP_OpenValueOpenPowDelayTime_L	开门电磁阀开路诊断延时时间	0x2C
1299	1421			GroupSensorCal1	EEP_OpenValueOpenPowDelayTime_H	开门电磁阀开路诊断延时时间	0x01
1300	1422			GroupSensorCal1	EEP_OpenValueOpenPowKeepTime_L	开门电磁阀开路诊断持续时间	0xC8
1301	1423			GroupSensorCal1	EEP_OpenValueOpenPowKeepTime_H	开门电磁阀开路诊断持续时间	0x00
1302	1424			GroupSensorCal1	EEP_OpenValueOpenCur_L	开门电磁阀开路电流阀值	0x64
1303	1425			GroupSensorCal1	EEP_OpenValueOpenCur_H	开门电磁阀开路电流阀值	0x00
1304	1426			GroupSensorCal1	EEP_CloseValueShortPowDelayTime_L	关门电磁阀对电源短路诊断延时时间	0x2C
1305	1427			GroupSensorCal1	EEP_CloseValueShortPowDelayTime_H	关门电磁阀对电源短路诊断延时时间	0x01
1306	1428			GroupSensorCal1	EEP_CloseValueShortPowKeepTime_L	关门电磁阀对电源短路诊断持续时间	0xC8
1307	1429			GroupSensorCal1	EEP_CloseValueShortPowKeepTime_H	关门电磁阀对电源短路诊断持续时间	0x00
1308	1430			GroupSensorCal1	EEP_CloseValueShortPowVol_L	关门电磁阀对电源短路电压阀值	0x74
1309	1431			GroupSensorCal1	EEP_CloseValueShortPowVol_H	关门电磁阀对电源短路电压阀值	0x40
1310	1432			GroupSensorCal1	EEP_CloseValueShortGndDelayTime_L	关门电磁阀对地短路诊断延时时间	0x2C
1311	1433			GroupSensorCal1	EEP_CloseValueShortGndDelayTime_H	关门电磁阀对地短路诊断延时时间	0x01
1312	1434			GroupSensorCal1	EEP_CloseValueShortGndKeepTime_L	关门电磁阀对地短路诊断持续时间	0xC8
1313	1435			GroupSensorCal1	EEP_CloseValueShortGndKeepTime_H	关门电磁阀对地短路诊断持续时间	0x00
1314	1436			GroupSensorCal1	EEP_CloseValueOpenPowDelayTime_L	关门电磁阀开路诊断延时时间	0x2C
1315	1437			GroupSensorCal1	EEP_CloseValueOpenPowDelayTime_H	关门电磁阀开路诊断延时时间	0x01
1316	1438			GroupSensorCal1	EEP_CloseValueOpenPowKeepTime_L	关门电磁阀开路诊断持续时间	0xC8
1317	1439			GroupSensorCal1	EEP_CloseValueOpenPowKeepTime_H	关门电磁阀开路诊断持续时间	0x00
1318	1440			GroupSensorCal1	EEP_CloseValueOpenCur_L	关门电磁阀开路电流阀值	0x64
1319	1441			GroupSensorCal1	EEP_CloseValueOpenCur_H	关门电磁阀开路电流阀值	0x00
1320	1442			GroupSensorCal1	EEP_CloseValueShortGndCur_L	关门电磁阀过载电流阀值	0xB0
1321	1443			GroupSensorCal1	EEP_CloseValueShortGndCur_H	关门电磁阀过载电流阀值	0x04
1322	1444			GroupSensorCal1	EEP_MiddleValueShortPowDelayTime_L	中位电磁阀对电源短路诊断延时时间	0x2C
1323	1445			GroupSensorCal1	EEP_MiddleValueShortPowDelayTime_H	中位电磁阀对电源短路诊断延时时间	0x01
1324	1446			GroupSensorCal1	EEP_MiddleValueShortPowKeepTime_L	中位电磁阀对电源短路诊断持续时间	0xC8
1325	1447			GroupSensorCal1	EEP_MiddleValueShortPowKeepTime_H	中位电磁阀对电源短路诊断持续时间	0x00
1326	1448			GroupSensorCal1	EEP_MiddleValueShortPowVol_L	中位电磁阀开路电流阀值	0x74
1327	1449			GroupSensorCal1	EEP_MiddleValueShortPowVol_H	中位电磁阀开路电流阀值	0x40
1328	1450			GroupSensorCal1	EEP_MiddleValueShortGndDelayTime_L	中位电磁阀对电源短路电压阀值	0x2C
1329	1451			GroupSensorCal1	EEP_MiddleValueShortGndDelayTime_H	中位电磁阀对电源短路电压阀值	0x01
1330	1452			GroupSensorCal1	EEP_MiddleValueShortGndKeepTime_L	中位电磁阀对地短路诊断延时时间	0xC8
1331	1453			GroupSensorCal1	EEP_MiddleValueShortGndKeepTime_H	中位电磁阀对地短路诊断延时时间	0x00
1332	1454			GroupSensorCal1	EEP_MiddleValueShortGndCur_L	中位电磁阀过载电流阀值	0xB0
1333	1455			GroupSensorCal1	EEP_MiddleValueShortGndCur_H	中位电磁阀过载电流阀值	0x04
1334	1456			GroupSensorCal1	EEP_MiddleValueOpenPowDelayTime_L	中位电磁阀对地短路诊断延时时间	0x2C
1335	1457			GroupSensorCal1	EEP_MiddleValueOpenPowDelayTime_H	中位电磁阀对地短路诊断延时时间	0x01
1336	1458			GroupSensorCal1	EEP_MiddleValueOpenPowKeepTime_L	中位电磁阀对地短路诊断持续时间	0xC8
1337	1459			GroupSensorCal1	EEP_MiddleValueOpenPowKeepTime_H	中位电磁阀对地短路诊断持续时间	0x00
1338	1460			GroupSensorCal1	EEP_MiddleValueOpenCur_L	中位电磁阀开路诊断持续时间	0x64
1339	1461			GroupSensorCal1	EEP_MiddleValueOpenCur_H	中位电磁阀开路诊断持续时间	0x00
1340	1462			GroupSensorCal1	EEP_RestrainValueShortPowDelayTime_L	抑制电磁阀对电源短路诊断延时时间	0x2C
1341	1463			GroupSensorCal1	EEP_RestrainValueShortPowDelayTime_H	抑制电磁阀对电源短路诊断延时时间	0x01
1342	1464			GroupSensorCal1	EEP_RestrainValueShortPowKeepTime_L	抑制电磁阀对电源短路诊断持续时间	0xC8
1343	1465			GroupSensorCal1	EEP_RestrainValueShortPowKeepTime_H	抑制电磁阀对电源短路诊断持续时间	0x00
1344	1466			GroupSensorCal1	EEP_RestrainValueShortPowVol_L	抑制电磁阀对电源短路电压阀值	0x74
1345	1467			GroupSensorCal1	EEP_RestrainValueShortPowVol_H	抑制电磁阀对电源短路电压阀值	0x40
1346	1468			GroupSensorCal1	EEP_RestrainValueShortGndDelayTime_L	抑制电磁阀对地短路诊断延时时间	0x2C
1347	1469			GroupSensorCal1	EEP_RestrainValueShortGndDelayTime_H	抑制电磁阀对地短路诊断延时时间	0x01
1348	1470			GroupSensorCal1	EEP_RestrainValueShortGndKeepTime_L	抑制电磁阀对地短路诊断持续时间	0xC8
1349	1471			GroupSensorCal1	EEP_RestrainValueShortGndKeepTime_H	抑制电磁阀对地短路诊断持续时间	0x00
1350	1472			GroupSensorCal1	EEP_RestrainValueShortGndCur_L	抑制电磁阀过载电流阀值	0xB0
1351	1473			GroupSensorCal1	EEP_RestrainValueShortGndCur_H	抑制电磁阀过载电流阀值	0x04
1352	1474			GroupSensorCal1	EEP_RestrainValueOpenPowDelayTime_L	抑制电磁阀对地短路诊断延时时间	0x2C
1353	1475			GroupSensorCal1	EEP_RestrainValueOpenPowDelayTime_H	抑制电磁阀对地短路诊断延时时间	0x01
1354	1476			GroupSensorCal1	EEP_RestrainValueOpenPowKeepTime_L	抑制电磁阀开路诊断持续时间	0xC8
1355	1477			GroupSensorCal1	EEP_RestrainValueOpenPowKeepTime_H	抑制电磁阀开路诊断持续时间	0x00
1356	1478			GroupSensorCal1	EEP_RestrainValueOpenCur_L	抑制电磁阀开路电流阀值	0x64
1357	1479			GroupSensorCal1	EEP_RestrainValueOpenCur_H	抑制电磁阀开路电流阀值	0x00
1358	1480			GroupSensorCal1	EEP_DoorLightShortPowDelayTime_L	门灯对电源短路诊断延时时间	0x2C
1359	1481			GroupSensorCal1	EEP_DoorLightShortPowDelayTime_H	门灯对电源短路诊断延时时间	0x01
1360	1482			GroupSensorCal1	EEP_DoorLightShortPowKeepTime_L	门灯对电源短路诊断持续时间	0xC8
1361	1483			GroupSensorCal1	EEP_DoorLightShortPowKeepTime_H	门灯对电源短路诊断持续时间	0x00
1362	1484			GroupSensorCal1	EEP_DoorLightShortPowVol_L	门灯对地短路诊断延时时间	0x74
1363	1485			GroupSensorCal1	EEP_DoorLightShortPowVol_H	门灯对地短路诊断延时时间	0x40
1364	1486			GroupSensorCal1	EEP_DoorLightShortGndDelayTime_L	门灯对电源短路电压阀值	0x2C
1365	1487			GroupSensorCal1	EEP_DoorLightShortGndDelayTime_H	门灯对电源短路电压阀值	0x01
1366	1488			GroupSensorCal1	EEP_DoorLightShortGndKeepTime_L	门灯对地短路诊断延时时间	0xC8
1367	1489			GroupSensorCal1	EEP_DoorLightShortGndKeepTime_H	门灯对地短路诊断延时时间	0x00
1368	1490			GroupSensorCal1	EEP_DoorLightShortGndCur_L	门灯开路诊断持续时间	0xB0
1369	1491			GroupSensorCal1	EEP_DoorLightShortGndCur_H	门灯开路诊断持续时间	0x04
1370	1492			GroupSensorCal1	EEP_DoorLightOpenPowDelayTime_L	门灯对地短路诊断持续时间	0x2C
1371	1493			GroupSensorCal1	EEP_DoorLightOpenPowDelayTime_H	门灯对地短路诊断持续时间	0x01
1372	1494			GroupSensorCal1	EEP_DoorLightOpenPowKeepTime_L	门灯过载电流阀值	0xC8
1373	1495			GroupSensorCal1	EEP_DoorLightOpenPowKeepTime_H	门灯过载电流阀值	0x00
1374	1496			GroupSensorCal1	EEP_DoorLightOpenCur_L	门灯开路电流阀值	0x64
1375	1497			GroupSensorCal1	EEP_DoorLightOpenCur_H	门灯开路电流阀值	0x00
1376	1498			GroupSensorCal1	EEP_Sleep24VShortPowDelayTime_L	24V输出对电源短路诊断延时时间	0x2C
1377	1499			GroupSensorCal1	EEP_Sleep24VShortPowDelayTime_H	24V输出对电源短路诊断延时时间	0x01
1378	1500			GroupSensorCal1	EEP_Sleep24VShortPowKeepTime_L	24V输出对电源短路诊断持续时间	0xC8
1379	1501			GroupSensorCal1	EEP_Sleep24VShortPowKeepTime_H	24V输出对电源短路诊断持续时间	0x00
1380	1502			GroupSensorCal1	EEP_Sleep24VShortPowVol_L	24V输出对地短路诊断持续时间	0x74
1381	1503			GroupSensorCal1	EEP_Sleep24VShortPowVol_H	24V输出对地短路诊断持续时间	0x40
1382	1504			GroupSensorCal1	EEP_Sleep24VShortGndDelayTime_L	24V输出对地短路诊断延时时间	0x2C
1383	1505			GroupSensorCal1	EEP_Sleep24VShortGndDelayTime_H	24V输出对地短路诊断延时时间	0x01
1384	1506			GroupSensorCal1	EEP_Sleep24VShortGndKeepTime_L	24V输出对电源短路电压阀值	0xC8
1385	1507			GroupSensorCal1	EEP_Sleep24VShortGndKeepTime_H	24V输出对电源短路电压阀值	0x00
1386	1508			GroupSensorCal1	EEP_Sleep24VShortGndCur_L	24V输出过载电流阀值	0xB0
1387	1509			GroupSensorCal1	EEP_Sleep24VShortGndCur_H	24V输出过载电流阀值	0x04
1388	1510			GroupSensorCal1	EEP_Sleep24VOpenPowDelayTime_L	24V输出对地短路诊断延时时间	0x2C
1389	1511			GroupSensorCal1	EEP_Sleep24VOpenPowDelayTime_H	24V输出对地短路诊断延时时间	0x01
1390	1512			GroupSensorCal1	EEP_Sleep24VOpenPowKeepTime_L	24V输出开路诊断持续时间	0xC8
1391	1513			GroupSensorCal1	EEP_Sleep24VOpenPowKeepTime_H	24V输出开路诊断持续时间	0x00
1392	1514			GroupSensorCal1	EEP_Sleep24VOpenCur_L	24V输出开路电流阀值	0x64
1393	1515			GroupSensorCal1	EEP_Sleep24VOpenCur_H	24V输出开路电流阀值	0x00
1394	1516			GroupSensorCal1	EEP_LowPressuraShortPowDelayTime_L	低压电磁阀对电源短路诊断延时时间	0x2C
1395	1517			GroupSensorCal1	EEP_LowPressuraShortPowDelayTime_H	低压电磁阀对电源短路诊断延时时间	0x01
1396	1518			GroupSensorCal1	EEP_LowPressuraShortPowKeepTime_L	低压电磁阀对电源短路诊断持续时间	0xC8
1397	1519			GroupSensorCal1	EEP_LowPressuraShortPowKeepTime_H	低压电磁阀对电源短路诊断持续时间	0x00
1520	1680			GroupSensorCal2	Cks_GroupSensorCal2_L	Checksum for bank "GroupSensorCal2"	0x19
1521	1681			GroupSensorCal2	Cks_GroupSensorCal2_H	Checksum for bank "GroupSensorCal2"	0x14
1522	1682			GroupSensorCal2	EEP_LowPressuraShortPowVol_L	低压电磁阀对地短路诊断延时时间	0x74
1523	1683			GroupSensorCal2	EEP_LowPressuraShortPowVol_H	低压电磁阀对地短路诊断延时时间	0x40
1524	1684			GroupSensorCal2	EEP_LowPressuraShortGndDelayTime_L	低压电磁阀对地短路诊断持续时间	0x2C
